time,wind_speed_10m,wind_speed_100m,temperature_2m,surface_pressure,normalized_power
2023-05-19 06:00:00,6.7,11.57,11.7,1015.9,0.7052
2023-05-19 07:00:00,1.21,2.19,18.6,1018.0,0.0
2023-05-19 08:00:00,7.24,11.91,15.3,1010.7,0.875
2023-05-19 09:00:00,3.24,4.94,20.6,1014.3,0.0
2023-05-19 10:00:00,11.98,18.97,18.5,1013.8,1.0
2023-05-19 11:00:00,4.99,7.88,16.5,1012.3,0.1179
2023-05-19 12:00:00,4.83,6.92,12.9,1011.2,0.0441
2023-05-19 13:00:00,3.24,5.4,19.0,1018.3,0.0947
2023-05-19 14:00:00,4.85,7.9,14.1,1013.0,0.1308
2023-05-19 15:00:00,11.22,17.63,22.7,1007.0,1.0
2023-05-19 16:00:00,17.83,29.87,21.1,1000.3,0.0
2023-05-19 17:00:00,5.33,9.0,19.5,1015.7,0.2425
2023-05-19 18:00:00,5.86,9.92,25.3,1010.2,0.4167
2023-05-19 19:00:00,8.14,12.9,20.3,1011.3,0.9869
2023-05-19 20:00:00,10.01,16.23,21.6,1013.5,0.9664
2023-05-19 21:00:00,6.25,10.51,22.7,1021.8,0.4762
2023-05-19 22:00:00,4.47,7.34,18.4,1017.3,0.0966
2023-05-19 23:00:00,4.38,8.07,18.5,1011.0,0.1332
2023-05-20 00:00:00,6.11,9.78,20.7,1014.6,0.334
2023-05-20 01:00:00,0.35,0.5,15.8,1009.3,0.0
2023-05-20 02:00:00,5.2,8.81,26.8,1014.8,0.2014
2023-05-20 03:00:00,3.54,4.98,21.1,1008.4,0.0
2023-05-20 04:00:00,6.57,11.21,19.8,1012.4,0.6001
2023-05-20 05:00:00,1.79,2.12,27.8,1012.6,0.0274
2023-05-20 06:00:00,5.31,8.99,16.7,1007.5,0.2855
2023-05-20 07:00:00,4.82,7.43,25.9,1009.4,0.0986
2023-05-20 08:00:00,6.29,10.49,23.4,1003.0,0.4183
2023-05-20 09:00:00,1.81,3.48,24.4,1010.2,0.0
2023-05-20 10:00:00,6.43,10.53,19.9,1016.2,0.5308
2023-05-20 11:00:00,6.57,9.93,20.7,1019.7,0.3995
2023-05-20 12:00:00,6.81,10.5,19.3,1017.7,0.4465
2023-05-20 13:00:00,7.4,11.57,24.0,1010.2,0.737
2023-05-20 14:00:00,8.27,12.28,21.9,1011.7,0.3375
2023-05-20 15:00:00,9.93,16.78,18.6,1011.4,0.9781
2023-05-20 16:00:00,4.5,7.37,18.7,1010.9,0.1072
2023-05-20 17:00:00,10.01,15.55,20.5,1015.6,0.9968
2023-05-20 18:00:00,6.26,11.03,19.4,1009.5,0.6534
2023-05-20 19:00:00,2.17,3.09,25.6,1017.5,0.0246
2023-05-20 20:00:00,1.81,3.08,23.4,1012.3,0.0
2023-05-20 21:00:00,4.27,6.42,23.3,1007.1,0.0673
2023-05-20 22:00:00,7.62,11.14,21.3,1011.3,0.5835
2023-05-20 23:00:00,6.5,9.73,17.6,1013.6,0.4065
2023-05-21 00:00:00,6.9,10.93,23.2,1015.4,0.5797
2023-05-21 01:00:00,4.63,8.05,13.5,1014.5,0.2312
2023-05-21 02:00:00,4.06,6.79,21.4,1010.3,0.0364
2023-05-21 03:00:00,2.18,3.61,18.0,1009.5,0.0
2023-05-21 04:00:00,3.39,4.29,17.7,1018.5,0.0
2023-05-21 05:00:00,4.12,7.45,19.2,1011.6,0.0257
2023-05-21 06:00:00,1.8,3.06,20.5,1007.0,0.0806
2023-05-21 07:00:00,3.03,4.84,20.7,1009.2,0.0049
2023-05-21 08:00:00,5.91,10.27,23.6,1003.7,0.3858
2023-05-21 09:00:00,7.47,12.86,20.2,1005.0,0.9791
2023-05-21 10:00:00,16.6,27.61,20.4,1009.4,0.0
2023-05-21 11:00:00,11.52,18.53,15.9,1008.3,0.967
2023-05-21 12:00:00,7.54,11.63,16.4,1008.8,0.8003
2023-05-21 13:00:00,5.74,9.9,21.8,1014.6,0.3919
2023-05-21 14:00:00,7.82,11.86,23.0,1015.0,0.8111
2023-05-21 15:00:00,9.61,16.75,19.9,1006.9,1.0
2023-05-21 16:00:00,2.9,4.72,24.1,1019.1,0.0064
2023-05-21 17:00:00,5.64,8.51,15.9,1011.9,0.1432
2023-05-21 18:00:00,9.92,15.36,22.2,1011.6,1.0
2023-05-21 19:00:00,5.08,7.47,17.8,1008.4,0.1841
2023-05-21 20:00:00,6.34,10.36,17.5,1010.3,0.494
2023-05-21 21:00:00,6.15,9.98,18.1,1019.6,0.4074
2023-05-21 22:00:00,2.9,3.96,20.5,1007.2,0.0
2023-05-21 23:00:00,4.01,6.29,22.3,1012.6,0.014
2023-05-22 00:00:00,3.63,5.07,22.3,1009.2,0.129
2023-05-22 01:00:00,0.95,1.9,20.1,1004.1,0.0275
2023-05-22 02:00:00,0.89,1.42,23.3,1005.2,0.0012
2023-05-22 03:00:00,6.84,10.86,27.0,1013.8,0.536
2023-05-22 04:00:00,3.04,4.15,20.6,1004.5,0.0
2023-05-22 05:00:00,4.62,7.31,21.4,1006.4,0.1453
2023-05-22 06:00:00,3.4,5.27,18.9,1014.6,0.0224
2023-05-22 07:00:00,9.58,15.72,19.7,1014.2,1.0
2023-05-22 08:00:00,3.47,5.73,25.4,1011.6,0.0
2023-05-22 09:00:00,4.93,8.47,25.5,1006.6,0.2018
2023-05-22 10:00:00,9.63,15.33,20.4,1006.6,0.999
2023-05-22 11:00:00,9.55,14.38,22.8,1006.1,1.0
2023-05-22 12:00:00,3.49,6.25,24.3,1010.8,0.0282
2023-05-22 13:00:00,9.59,14.99,19.5,1013.9,0.9962
2023-05-22 14:00:00,6.13,9.28,16.5,1009.7,0.3042
2023-05-22 15:00:00,6.39,10.33,23.5,1014.9,0.4146
2023-05-22 16:00:00,3.07,5.16,24.2,1017.8,0.0
2023-05-22 17:00:00,2.34,3.48,23.7,1012.9,0.0
2023-05-22 18:00:00,8.4,13.3,19.8,1006.3,1.0
2023-05-22 19:00:00,5.97,9.44,26.4,1011.7,0.3142
2023-05-22 20:00:00,5.24,9.35,22.1,1016.8,0.2582
2023-05-22 21:00:00,7.37,11.96,17.1,1008.8,0.7834
2023-05-22 22:00:00,7.35,11.33,15.5,1008.7,0.6676
2023-05-22 23:00:00,2.53,3.53,20.0,1015.9,0.023
2023-05-23 00:00:00,5.39,8.59,22.1,1005.4,0.1389
2023-05-23 01:00:00,2.13,3.6,20.3,1012.0,0.0
2023-05-23 02:00:00,6.1,10.19,28.3,1008.7,0.4509
2023-05-23 03:00:00,5.34,8.73,22.7,1009.5,0.1858
2023-05-23 04:00:00,8.98,14.07,17.9,1018.0,0.9796
2023-05-23 05:00:00,1.52,2.21,13.4,1009.3,0.0249
2023-05-23 06:00:00,1.44,2.77,22.2,1011.7,0.0
2023-05-23 07:00:00,3.44,4.89,24.8,1015.3,0.0222
2023-05-23 08:00:00,3.47,5.35,27.9,1006.1,0.0438
2023-05-23 09:00:00,3.55,6.11,20.6,1014.5,0.0864
2023-05-23 10:00:00,10.24,17.14,27.4,1009.4,1.0
2023-05-23 11:00:00,3.92,6.25,16.6,1006.1,0.1045
2023-05-23 12:00:00,4.27,6.68,20.1,1009.2,0.1255
2023-05-23 13:00:00,8.97,13.76,17.8,1011.4,1.0
2023-05-23 14:00:00,6.03,10.1,24.1,1012.1,0.4088
2023-05-23 15:00:00,9.4,16.04,16.8,1008.2,0.9918
2023-05-23 16:00:00,2.14,5.0,22.7,1010.3,0.0
2023-05-23 17:00:00,6.26,10.38,17.0,1005.6,0.4015
2023-05-23 18:00:00,1.48,2.37,27.5,1008.4,0.0
2023-05-23 19:00:00,1.93,2.58,20.0,1005.7,0.0407
2023-05-23 20:00:00,10.25,15.49,22.7,1010.9,0.9724
2023-05-23 21:00:00,2.62,4.35,15.1,1007.8,0.0522
2023-05-23 22:00:00,5.38,10.13,16.1,1019.5,0.4226
2023-05-23 23:00:00,4.3,7.73,18.6,1012.7,0.038
2023-05-24 00:00:00,3.68,6.64,24.6,1004.5,0.0911
2023-05-24 01:00:00,7.91,12.97,23.9,1008.0,0.9772
2023-05-24 02:00:00,0.84,1.58,25.4,1013.8,0.0616
2023-05-24 03:00:00,5.36,7.24,16.3,1012.0,0.1548
2023-05-24 04:00:00,9.17,15.33,23.4,1004.7,1.0
2023-05-24 05:00:00,4.84,7.51,19.6,1007.9,0.0264
2023-05-24 06:00:00,8.96,14.11,18.8,1013.6,0.9705
2023-05-24 07:00:00,1.44,2.14,19.7,1012.5,0.0
2023-05-24 08:00:00,4.56,7.18,21.2,1013.3,0.0782
2023-05-24 09:00:00,3.63,5.46,23.9,1009.9,0.0
2023-05-24 10:00:00,7.7,12.5,25.5,1007.6,0.9737
2023-05-24 11:00:00,13.66,21.81,23.4,1005.9,0.9565
2023-05-24 12:00:00,4.11,6.73,23.8,1014.8,0.0
2023-05-24 13:00:00,7.76,11.7,28.0,1018.8,0.7731
2023-05-24 14:00:00,3.74,5.93,24.0,1012.1,0.0652
2023-05-24 15:00:00,7.08,10.82,20.8,1014.8,0.4663
2023-05-24 16:00:00,6.13,9.55,23.6,1007.8,0.2983
2023-05-24 17:00:00,13.84,22.54,27.6,1010.9,0.9857
2023-05-24 18:00:00,7.12,10.59,18.6,1010.8,0.4806
2023-05-24 19:00:00,4.73,7.18,20.1,1012.6,0.1287
2023-05-24 20:00:00,2.48,4.36,26.7,1011.3,0.0081
2023-05-24 21:00:00,2.72,3.56,20.6,1022.1,0.0
2023-05-24 22:00:00,3.18,6.23,24.3,1014.2,0.0632
2023-05-24 23:00:00,3.21,5.92,26.1,1016.2,0.0325
2023-05-25 00:00:00,7.47,11.81,17.5,1012.0,0.7923
2023-05-25 01:00:00,4.83,7.36,20.4,1002.4,0.1168
2023-05-25 02:00:00,4.48,7.39,26.1,1012.7,0.0272
2023-05-25 03:00:00,1.88,2.18,21.4,1015.3,0.0
2023-05-25 04:00:00,7.13,10.36,14.8,1016.5,0.4852
2023-05-25 05:00:00,5.96,9.39,20.1,1010.6,0.2782
2023-05-25 06:00:00,1.55,2.43,24.6,1005.1,0.0
2023-05-25 07:00:00,6.36,10.37,26.3,1009.7,0.4326
2023-05-25 08:00:00,5.41,8.4,22.0,1005.1,0.209
2023-05-25 09:00:00,1.98,3.98,23.6,1016.0,0.0
2023-05-25 10:00:00,5.34,7.76,20.6,1012.7,0.0168
2023-05-25 11:00:00,5.79,8.71,25.0,1008.8,0.1918
2023-05-25 12:00:00,3.24,5.55,26.8,1013.9,0.0688
2023-05-25 13:00:00,12.5,19.58,24.5,1016.8,1.0
2023-05-25 14:00:00,10.36,16.09,21.4,1014.0,0.9991
2023-05-25 15:00:00,8.06,13.15,23.4,1018.9,0.9266
2023-05-25 16:00:00,6.09,9.24,25.2,1007.3,0.2244
2023-05-25 17:00:00,5.56,8.93,22.0,1014.8,0.2631
2023-05-25 18:00:00,7.49,11.73,24.7,1005.0,0.737
2023-05-25 19:00:00,6.29,9.68,23.2,1018.5,0.3617
2023-05-25 20:00:00,1.82,1.7,26.8,1013.8,0.0281
2023-05-25 21:00:00,5.47,8.96,24.3,1009.4,0.2795
2023-05-25 22:00:00,7.69,11.72,20.1,1006.3,0.7156
2023-05-25 23:00:00,4.57,7.31,26.8,1008.7,0.1508
2023-05-26 00:00:00,1.36,1.89,23.7,1009.7,0.0119
2023-05-26 01:00:00,6.48,10.39,21.6,1011.6,0.474
2023-05-26 02:00:00,2.53,4.01,17.4,1010.7,0.0
2023-05-26 03:00:00,2.87,4.77,22.9,1008.2,0.0281
2023-05-26 04:00:00,2.27,3.25,28.5,1015.4,0.0
2023-05-26 05:00:00,3.41,6.28,12.6,1004.0,0.0452
2023-05-26 06:00:00,6.45,9.36,12.7,1013.0,0.3672
2023-05-26 07:00:00,4.95,7.89,24.8,1011.5,0.1451
2023-05-26 08:00:00,3.0,5.36,22.9,1010.7,0.0223
2023-05-26 09:00:00,9.08,15.01,24.5,1013.3,1.0
2023-05-26 10:00:00,9.58,14.96,20.3,1008.1,0.9739
2023-05-26 11:00:00,9.86,15.5,14.6,1007.7,0.9456
2023-05-26 12:00:00,3.92,5.75,19.2,1009.6,0.0455
2023-05-26 13:00:00,5.86,9.87,27.6,1008.6,0.365
2023-05-26 14:00:00,15.06,23.99,20.5,1009.8,1.0
2023-05-26 15:00:00,9.22,15.1,20.6,1013.6,0.9681
2023-05-26 16:00:00,1.38,2.39,12.9,1011.2,0.0
2023-05-26 17:00:00,2.07,4.78,15.8,1010.9,0.0314
2023-05-26 18:00:00,5.81,9.61,26.0,1011.7,0.3012
2023-05-26 19:00:00,10.64,16.77,21.2,1009.4,0.9457
2023-05-26 20:00:00,5.93,8.75,25.6,1014.4,0.1935
2023-05-26 21:00:00,5.34,8.49,19.5,1013.0,0.1536
2023-05-26 22:00:00,2.13,3.38,17.0,1010.8,0.0
2023-05-26 23:00:00,5.92,8.28,21.2,1006.2,0.1819
2023-05-27 00:00:00,7.07,11.03,20.4,1015.9,0.6153
2023-05-27 01:00:00,3.69,6.17,19.5,1013.3,0.0258
2023-05-27 02:00:00,6.2,9.74,19.5,1012.9,0.4154
2023-05-27 03:00:00,9.01,15.2,21.9,1017.4,0.9912
2023-05-27 04:00:00,2.53,3.17,20.6,1013.4,0.0224
2023-05-27 05:00:00,4.55,7.78,19.1,1010.4,0.0717
2023-05-27 06:00:00,3.25,5.82,28.7,1008.6,0.0
2023-05-27 07:00:00,7.09,12.07,24.0,1008.4,0.8782
2023-05-27 08:00:00,5.61,8.15,22.9,1011.7,0.1965
2023-05-27 09:00:00,6.37,10.51,22.1,1014.5,0.4761
2023-05-27 10:00:00,8.35,13.14,24.7,1014.5,1.0
2023-05-27 11:00:00,5.04,7.33,24.2,1005.1,0.102
2023-05-27 12:00:00,11.13,17.81,18.7,1014.3,1.0
2023-05-27 13:00:00,6.54,10.06,17.0,1009.4,0.3714
2023-05-27 14:00:00,3.27,5.86,14.4,1008.3,0.1174
2023-05-27 15:00:00,8.28,13.73,28.6,1012.1,1.0
2023-05-27 16:00:00,9.41,14.56,20.8,1013.8,0.9784
2023-05-27 17:00:00,4.7,7.19,24.4,1005.7,0.078
2023-05-27 18:00:00,9.95,15.9,23.1,1011.5,1.0
2023-05-27 19:00:00,10.52,17.02,25.6,1004.1,1.0
2023-05-27 20:00:00,3.9,6.94,22.1,1013.8,0.0518
2023-05-27 21:00:00,12.43,20.58,17.7,1006.2,1.0
2023-05-27 22:00:00,2.45,4.01,18.7,1011.4,0.0
2023-05-27 23:00:00,2.81,4.4,21.1,1009.2,0.0
2023-05-28 00:00:00,2.54,3.06,17.1,1008.2,0.0
2023-05-28 01:00:00,7.68,13.23,19.6,1002.5,1.0
2023-05-28 02:00:00,5.25,8.24,18.4,1004.9,0.1791
2023-05-28 03:00:00,2.14,4.41,21.5,1010.2,0.0
2023-05-28 04:00:00,3.93,6.5,20.9,1006.8,0.039
2023-05-28 05:00:00,5.11,9.51,23.0,1009.2,0.3404
2023-05-28 06:00:00,1.7,3.12,25.6,1007.4,0.0208
2023-05-28 07:00:00,8.17,12.39,21.8,1009.4,0.9402
2023-05-28 08:00:00,7.56,11.89,17.4,1005.7,0.8028
2023-05-28 09:00:00,5.34,8.57,15.5,1008.6,0.2422
2023-05-28 10:00:00,11.93,18.82,23.2,1009.4,1.0
2023-05-28 11:00:00,5.19,8.19,20.3,1010.6,0.1443
2023-05-28 12:00:00,14.19,22.19,22.1,1003.2,0.8981
2023-05-28 13:00:00,7.77,12.6,23.8,1010.7,0.9416
2023-05-28 14:00:00,7.56,12.41,27.7,1006.1,0.8728
2023-05-28 15:00:00,3.36,4.85,16.5,1005.0,0.003
2023-05-28 16:00:00,10.82,18.72,19.1,1015.4,1.0
2023-05-28 17:00:00,5.61,9.14,22.3,1013.4,0.2891
2023-05-28 18:00:00,3.16,4.64,18.6,1012.7,0.0
2023-05-28 19:00:00,0.87,0.5,17.4,1009.6,0.0
2023-05-28 20:00:00,6.05,9.84,27.2,1008.2,0.353
2023-05-28 21:00:00,5.51,8.78,19.0,1016.5,0.2182
2023-05-28 22:00:00,6.72,11.36,18.0,1011.0,0.6561
2023-05-28 23:00:00,8.3,13.37,18.6,1006.9,1.0
2023-05-29 00:00:00,1.65,1.96,26.7,1006.4,0.011
2023-05-29 01:00:00,5.93,10.61,20.4,1011.6,0.4659
2023-05-29 02:00:00,2.4,4.15,18.0,1009.0,0.0016
2023-05-29 03:00:00,6.92,11.07,19.9,1014.5,0.5892
2023-05-29 04:00:00,6.55,10.72,22.7,1010.7,0.5126
2023-05-29 05:00:00,4.62,7.77,26.0,1005.6,0.0899
2023-05-29 06:00:00,5.98,8.84,25.7,1017.8,0.1957
2023-05-29 07:00:00,3.56,5.87,20.1,1006.3,0.0
2023-05-29 08:00:00,4.81,7.53,21.0,1005.5,0.0973
2023-05-29 09:00:00,8.15,13.53,30.2,1010.1,1.0
2023-05-29 10:00:00,5.25,8.07,26.4,1012.3,0.1257
2023-05-29 11:00:00,4.7,7.25,22.0,1006.8,0.1185
2023-05-29 12:00:00,5.98,10.7,14.8,1013.2,0.5313
2023-05-29 13:00:00,9.66,16.41,21.3,1008.4,1.0
2023-05-29 14:00:00,4.9,5.97,18.2,1020.2,0.0387
2023-05-29 15:00:00,3.43,6.26,19.8,1011.7,0.0384
2023-05-29 16:00:00,8.33,13.47,19.5,1006.1,1.0
2023-05-29 17:00:00,9.63,15.19,22.1,1007.6,0.9512
2023-05-29 18:00:00,2.47,3.4,23.1,1012.4,0.0392
2023-05-29 19:00:00,3.74,5.49,20.3,1007.2,0.0
2023-05-29 20:00:00,2.71,3.98,18.4,1010.1,0.0332
2023-05-29 21:00:00,4.2,6.13,22.2,1018.3,0.0471
2023-05-29 22:00:00,4.67,6.76,21.1,1013.0,0.0418
2023-05-29 23:00:00,6.6,10.09,16.2,1012.8,0.4267
2023-05-30 00:00:00,5.51,9.13,25.2,1018.2,0.2509
2023-05-30 01:00:00,5.1,8.31,20.6,1007.3,0.2045
2023-05-30 02:00:00,3.4,5.84,22.2,1010.2,0.001
2023-05-30 03:00:00,6.7,10.83,22.3,1009.1,0.5429
2023-05-30 04:00:00,4.08,5.83,23.1,1007.8,0.0
2023-05-30 05:00:00,9.86,16.29,23.6,1009.3,0.966
2023-05-30 06:00:00,5.39,8.14,18.5,1008.5,0.1518
2023-05-30 07:00:00,2.17,3.91,24.2,1007.7,0.0497
2023-05-30 08:00:00,6.29,9.5,21.9,1009.1,0.3283
2023-05-30 09:00:00,4.02,6.1,26.9,1007.7,0.028
2023-05-30 10:00:00,7.07,11.25,26.0,1011.6,0.6249
2023-05-30 11:00:00,1.97,3.6,27.7,1006.5,0.0
2023-05-30 12:00:00,3.26,5.39,19.8,1014.4,0.0
2023-05-30 13:00:00,10.06,16.33,27.6,1013.2,0.9729
2023-05-30 14:00:00,3.92,7.49,23.4,1012.1,0.1077
2023-05-30 15:00:00,9.98,15.08,25.5,1008.5,1.0
2023-05-30 16:00:00,4.39,6.5,25.5,1010.5,0.0426
2023-05-30 17:00:00,7.45,11.43,24.7,1009.8,0.6822
2023-05-30 18:00:00,7.75,11.51,19.3,1010.4,0.7064
2023-05-30 19:00:00,5.89,9.12,26.5,1005.0,0.2595
2023-05-30 20:00:00,4.07,7.02,24.3,1010.7,0.0735
2023-05-30 21:00:00,3.17,4.78,18.0,1011.6,0.0202
2023-05-30 22:00:00,1.18,1.72,21.4,1016.1,0.0
2023-05-30 23:00:00,3.48,4.6,18.9,1006.3,0.0358
2023-05-31 00:00:00,5.5,8.44,18.4,1005.5,0.1473
2023-05-31 01:00:00,8.4,13.34,26.3,1014.2,0.945
2023-05-31 02:00:00,7.08,11.87,18.2,1004.2,0.8039
2023-05-31 03:00:00,5.96,8.66,18.7,1016.1,0.2067
2023-05-31 04:00:00,6.2,9.79,30.3,1015.0,0.0517
2023-05-31 05:00:00,5.38,9.38,21.8,1012.6,0.2814
2023-05-31 06:00:00,3.02,4.64,25.7,1004.2,0.0279
2023-05-31 07:00:00,8.48,12.48,27.3,1009.6,0.9192
2023-05-31 08:00:00,6.22,10.85,26.1,1010.0,0.5062
2023-05-31 09:00:00,5.68,9.65,23.9,1011.4,0.3506
2023-05-31 10:00:00,2.37,4.36,23.2,1012.4,0.0309
2023-05-31 11:00:00,5.35,7.62,25.2,1007.2,0.0825
2023-05-31 12:00:00,5.65,10.08,22.6,1014.5,0.4478
2023-05-31 13:00:00,10.17,16.04,25.8,1012.3,0.9907
2023-05-31 14:00:00,6.65,10.49,22.4,1012.3,0.4642
2023-05-31 15:00:00,5.27,8.12,22.8,1009.3,0.1584
2023-05-31 16:00:00,13.98,23.25,29.9,1011.8,1.0
2023-05-31 17:00:00,2.64,4.17,21.7,1001.7,0.0302
2023-05-31 18:00:00,5.35,8.97,23.4,1011.8,0.3233
2023-05-31 19:00:00,1.53,2.53,24.9,1016.9,0.0
2023-05-31 20:00:00,7.56,12.2,25.1,1013.4,0.8643
2023-05-31 21:00:00,9.65,15.08,24.4,1012.9,0.9878
2023-05-31 22:00:00,3.48,6.73,19.0,1013.3,0.1273
2023-05-31 23:00:00,7.72,11.64,23.9,1015.1,0.6734
2023-06-01 00:00:00,3.21,5.46,24.4,1009.4,0.0107
2023-06-01 01:00:00,7.81,12.9,27.6,1014.1,1.0
2023-06-01 02:00:00,5.88,10.23,26.2,1012.0,0.4625
2023-06-01 03:00:00,6.27,11.01,27.8,1010.4,0.5608
2023-06-01 04:00:00,0.74,1.12,20.1,1015.6,0.0444
2023-06-01 05:00:00,9.05,15.0,20.1,1007.4,0.9708
2023-06-01 06:00:00,6.03,10.84,24.7,1007.6,0.5251
2023-06-01 07:00:00,3.45,5.56,27.6,1000.7,0.0
2023-06-01 08:00:00,7.72,11.88,22.9,1006.4,0.8195
2023-06-01 09:00:00,3.66,5.71,21.0,1008.4,0.0
2023-06-01 10:00:00,9.21,14.16,18.0,1010.0,0.9928
2023-06-01 11:00:00,2.48,4.25,24.9,1012.0,0.0534
2023-06-01 12:00:00,7.78,13.25,23.2,1013.7,0.9661
2023-06-01 13:00:00,6.46,10.41,22.1,1004.8,0.4999
2023-06-01 14:00:00,2.49,3.07,26.8,1010.6,0.0368
2023-06-01 15:00:00,4.04,7.17,23.3,1006.2,0.0776
2023-06-01 16:00:00,0.92,0.5,23.6,1004.8,0.0
2023-06-01 17:00:00,5.86,8.57,26.7,1011.5,0.172
2023-06-01 18:00:00,4.35,6.94,31.3,1010.6,0.0641
2023-06-01 19:00:00,6.54,10.75,22.0,1012.1,0.5072
2023-06-01 20:00:00,3.98,6.7,20.5,1012.5,0.1149
2023-06-01 21:00:00,3.8,6.12,20.1,1008.2,0.0394
2023-06-01 22:00:00,6.81,12.11,25.3,1014.5,0.8867
2023-06-01 23:00:00,1.33,2.2,19.8,1006.5,0.0
2023-06-02 00:00:00,7.94,13.5,22.5,1005.9,1.0
2023-06-02 01:00:00,6.96,11.76,22.8,1011.7,0.792
2023-06-02 02:00:00,5.22,7.69,29.3,1011.0,0.131
2023-06-02 03:00:00,4.7,7.52,28.0,1006.9,0.1239
2023-06-02 04:00:00,7.3,13.12,18.5,1006.8,1.0
2023-06-02 05:00:00,2.4,3.59,29.4,1011.6,0.011
2023-06-02 06:00:00,1.62,2.21,19.6,1011.1,0.0268
2023-06-02 07:00:00,3.0,4.97,24.4,1006.0,0.0295
2023-06-02 08:00:00,7.29,11.55,20.9,1007.5,0.7308
2023-06-02 09:00:00,1.26,1.56,22.5,1006.5,0.0067
2023-06-02 10:00:00,6.1,9.6,20.4,1001.6,0.2715
2023-06-02 11:00:00,15.16,25.45,29.7,1015.6,0.0
2023-06-02 12:00:00,9.66,15.59,23.3,1011.1,0.9721
2023-06-02 13:00:00,6.27,9.37,24.6,1014.7,0.2459
2023-06-02 14:00:00,2.02,2.37,20.1,1008.9,0.0138
2023-06-02 15:00:00,9.76,17.15,18.9,1006.2,1.0
2023-06-02 16:00:00,7.06,11.32,22.3,1006.6,0.5724
2023-06-02 17:00:00,2.66,4.58,25.7,1006.6,0.0
2023-06-02 18:00:00,2.34,3.33,23.4,1008.0,0.0
2023-06-02 19:00:00,10.32,16.93,27.2,1003.9,1.0
2023-06-02 20:00:00,6.82,11.94,24.3,1008.6,0.7917
2023-06-02 21:00:00,8.11,12.76,23.9,1007.8,1.0
2023-06-02 22:00:00,8.37,13.84,25.7,1013.6,1.0
2023-06-02 23:00:00,5.14,7.5,24.2,1012.3,0.1123
2023-06-03 00:00:00,4.54,8.58,27.4,1008.5,0.2078
2023-06-03 01:00:00,3.87,6.44,26.0,1012.0,0.0
2023-06-03 02:00:00,3.14,4.84,27.2,1005.7,0.0
2023-06-03 03:00:00,3.77,5.93,26.6,1005.0,0.0072
2023-06-03 04:00:00,6.0,9.42,28.8,1009.7,0.2955
2023-06-03 05:00:00,4.89,7.66,27.0,1010.5,0.1214
2023-06-03 06:00:00,7.74,11.09,30.2,1009.5,0.5914
2023-06-03 07:00:00,4.29,6.9,22.2,1015.5,0.0477
2023-06-03 08:00:00,5.65,9.08,27.0,1012.8,0.2634
2023-06-03 09:00:00,6.15,10.26,19.2,1014.2,0.4387
2023-06-03 10:00:00,6.14,9.65,27.4,1007.8,0.3302
2023-06-03 11:00:00,7.42,11.57,24.3,1011.4,0.7156
2023-06-03 12:00:00,3.77,6.11,27.3,1005.9,0.0135
2023-06-03 13:00:00,6.17,9.03,29.9,1007.1,0.228
2023-06-03 14:00:00,2.57,4.25,26.9,1011.4,0.0691
2023-06-03 15:00:00,5.23,7.37,22.6,1006.5,0.1211
2023-06-03 16:00:00,6.06,10.5,20.3,1006.9,0.4723
2023-06-03 17:00:00,7.41,12.43,25.9,1011.8,0.944
2023-06-03 18:00:00,11.86,18.68,23.1,1007.0,0.9885
2023-06-03 19:00:00,6.5,10.94,26.4,1013.9,0.5669
2023-06-03 20:00:00,7.49,12.22,22.3,1009.2,0.8948
2023-06-03 21:00:00,5.21,7.85,20.8,1009.4,0.1078
2023-06-03 22:00:00,5.85,8.27,23.2,1011.1,0.1788
2023-06-03 23:00:00,1.6,2.78,25.8,1009.5,0.0067
2023-06-04 00:00:00,2.93,4.28,24.7,1011.1,0.0
2023-06-04 01:00:00,3.46,6.27,21.4,1006.4,0.0682
2023-06-04 02:00:00,4.0,6.49,30.6,999.1,0.0242
2023-06-04 03:00:00,1.14,1.43,23.8,1004.4,0.0
2023-06-04 04:00:00,2.01,4.34,16.4,1008.2,0.031
2023-06-04 05:00:00,2.96,5.15,27.6,1012.0,0.0
2023-06-04 06:00:00,9.63,13.42,24.3,1018.7,1.0
2023-06-04 07:00:00,3.57,5.51,23.7,1007.7,0.0806
2023-06-04 08:00:00,4.76,6.89,23.6,1007.4,0.1041
2023-06-04 09:00:00,2.97,4.33,23.6,1011.4,0.0
2023-06-04 10:00:00,6.27,10.08,30.1,1010.9,0.3695
2023-06-04 11:00:00,3.97,6.65,25.9,1011.0,0.0878
2023-06-04 12:00:00,3.49,5.81,25.2,1009.0,0.0329
2023-06-04 13:00:00,6.17,10.66,23.4,1002.1,0.4468
2023-06-04 14:00:00,0.61,1.38,30.3,1010.8,0.023
2023-06-04 15:00:00,0.72,1.52,27.2,1009.8,0.0
2023-06-04 16:00:00,3.76,6.22,27.8,1003.7,0.041
2023-06-04 17:00:00,1.5,3.21,25.3,1012.4,0.0064
2023-06-04 18:00:00,2.49,3.85,27.8,1012.9,0.0122
2023-06-04 19:00:00,4.43,7.01,25.7,1012.3,0.1465
2023-06-04 20:00:00,8.11,12.01,23.0,1008.4,0.8818
2023-06-04 21:00:00,5.67,9.82,25.6,1010.9,0.3053
2023-06-04 22:00:00,4.96,8.0,31.6,1006.4,0.1543
2023-06-04 23:00:00,3.33,7.17,25.0,1004.5,0.026
